,topK,weights,MAP
147,[800],"[array([0.1, 0.4, 0.5])]",[0.06085543530685231]
367,[950],"[array([0.3, 0.7, 0. ])]",[0.060719017954375246]
301,[900],"[array([0.3, 0.7, 0. ])]",[0.060710153041961604]
961,[1400],"[array([0.3, 0.7, 0. ])]",[0.06070775825044654]
895,[1350],"[array([0.3, 0.7, 0. ])]",[0.06070775825044654]
1093,[1500],"[array([0.3, 0.7, 0. ])]",[0.06070775825044654]
697,[1200],"[array([0.3, 0.7, 0. ])]",[0.06070775825044654]
763,[1250],"[array([0.3, 0.7, 0. ])]",[0.06070775825044654]
829,[1300],"[array([0.3, 0.7, 0. ])]",[0.06070775825044654]
499,[1050],"[array([0.3, 0.7, 0. ])]",[0.06070775825044654]
433,[1000],"[array([0.3, 0.7, 0. ])]",[0.06070775825044654]
1027,[1450],"[array([0.3, 0.7, 0. ])]",[0.06070775825044654]
565,[1100],"[array([0.3, 0.7, 0. ])]",[0.06070775825044654]
631,[1150],"[array([0.3, 0.7, 0. ])]",[0.06070775825044654]
235,[850],"[array([0.3, 0.7, 0. ])]",[0.06063511899695673]
169,[800],"[array([0.3, 0.7, 0. ])]",[0.06053556714261519]
103,[750],"[array([0.3, 0.7, 0. ])]",[0.06046768874501253]
37,[700],"[array([0.3, 0.7, 0. ])]",[0.06043167696078212]
96,[750],"[array([0.3, 0. , 0.7])]",[0.06035313800947082]
30,[700],"[array([0.3, 0. , 0.7])]",[0.06021050228830617]
294,[900],"[array([0.3, 0. , 0.7])]",[0.06018526126200873]
492,[1050],"[array([0.3, 0. , 0.7])]",[0.06018526126200873]
426,[1000],"[array([0.3, 0. , 0.7])]",[0.06018526126200873]
756,[1250],"[array([0.3, 0. , 0.7])]",[0.06018526126200873]
888,[1350],"[array([0.3, 0. , 0.7])]",[0.06018526126200873]
558,[1100],"[array([0.3, 0. , 0.7])]",[0.06018526126200873]
690,[1200],"[array([0.3, 0. , 0.7])]",[0.06018526126200873]
360,[950],"[array([0.3, 0. , 0.7])]",[0.06018526126200873]
1020,[1450],"[array([0.3, 0. , 0.7])]",[0.06018526126200873]
1086,[1500],"[array([0.3, 0. , 0.7])]",[0.06018526126200873]
624,[1150],"[array([0.3, 0. , 0.7])]",[0.06018526126200873]
822,[1300],"[array([0.3, 0. , 0.7])]",[0.06018526126200873]
954,[1400],"[array([0.3, 0. , 0.7])]",[0.06018526126200873]
228,[850],"[array([0.3, 0. , 0.7])]",[0.060182315059663545]
162,[800],"[array([0.3, 0. , 0.7])]",[0.06011303671489213]
153,[800],"[array([0.2, 0. , 0.8])]",[0.05973948709601226]
21,[700],"[array([0.2, 0. , 0.8])]",[0.05968671488885063]
681,[1200],"[array([0.2, 0. , 0.8])]",[0.05968244417592357]
549,[1100],"[array([0.2, 0. , 0.8])]",[0.05968244417592357]
813,[1300],"[array([0.2, 0. , 0.8])]",[0.05968244417592357]
1011,[1450],"[array([0.2, 0. , 0.8])]",[0.05968244417592357]
417,[1000],"[array([0.2, 0. , 0.8])]",[0.05968244417592357]
483,[1050],"[array([0.2, 0. , 0.8])]",[0.05968244417592357]
747,[1250],"[array([0.2, 0. , 0.8])]",[0.05968244417592357]
1077,[1500],"[array([0.2, 0. , 0.8])]",[0.05968244417592357]
615,[1150],"[array([0.2, 0. , 0.8])]",[0.05968244417592357]
285,[900],"[array([0.2, 0. , 0.8])]",[0.05968244417592357]
879,[1350],"[array([0.2, 0. , 0.8])]",[0.05968244417592357]
945,[1400],"[array([0.2, 0. , 0.8])]",[0.05968244417592357]
351,[950],"[array([0.2, 0. , 0.8])]",[0.05968244417592357]
219,[850],"[array([0.2, 0. , 0.8])]",[0.05967304438748895]
87,[750],"[array([0.2, 0. , 0.8])]",[0.059436601628192066]
291,[900],"[array([0.2, 0.6, 0.2])]",[0.05837576816714531]
357,[950],"[array([0.2, 0.6, 0.2])]",[0.058345728399649]
687,[1200],"[array([0.2, 0.6, 0.2])]",[0.058326370926073415]
951,[1400],"[array([0.2, 0.6, 0.2])]",[0.058326370926073415]
621,[1150],"[array([0.2, 0.6, 0.2])]",[0.058326370926073415]
1017,[1450],"[array([0.2, 0.6, 0.2])]",[0.058326370926073415]
555,[1100],"[array([0.2, 0.6, 0.2])]",[0.058326370926073415]
819,[1300],"[array([0.2, 0.6, 0.2])]",[0.058326370926073415]
1083,[1500],"[array([0.2, 0.6, 0.2])]",[0.058326370926073415]
753,[1250],"[array([0.2, 0.6, 0.2])]",[0.058326370926073415]
489,[1050],"[array([0.2, 0.6, 0.2])]",[0.058326370926073415]
885,[1350],"[array([0.2, 0.6, 0.2])]",[0.058326370926073415]
423,[1000],"[array([0.2, 0.6, 0.2])]",[0.058326370926073415]
159,[800],"[array([0.2, 0.6, 0.2])]",[0.058299339937102096]
225,[850],"[array([0.2, 0.6, 0.2])]",[0.05828721919830056]
93,[750],"[array([0.2, 0.6, 0.2])]",[0.058234020927523146]
27,[700],"[array([0.2, 0.6, 0.2])]",[0.05812151569261371]
77,[750],"[array([0.1, 0. , 0.9])]",[0.05734808680344963]
341,[950],"[array([0.1, 0. , 0.9])]",[0.05714809110584035]
407,[1000],"[array([0.1, 0. , 0.9])]",[0.05714809110584035]
473,[1050],"[array([0.1, 0. , 0.9])]",[0.05714809110584035]
737,[1250],"[array([0.1, 0. , 0.9])]",[0.05714809110584035]
1001,[1450],"[array([0.1, 0. , 0.9])]",[0.05714809110584035]
869,[1350],"[array([0.1, 0. , 0.9])]",[0.05714809110584035]
275,[900],"[array([0.1, 0. , 0.9])]",[0.05714809110584035]
671,[1200],"[array([0.1, 0. , 0.9])]",[0.05714809110584035]
935,[1400],"[array([0.1, 0. , 0.9])]",[0.05714809110584035]
1067,[1500],"[array([0.1, 0. , 0.9])]",[0.05714809110584035]
803,[1300],"[array([0.1, 0. , 0.9])]",[0.05714809110584035]
605,[1150],"[array([0.1, 0. , 0.9])]",[0.05714809110584035]
539,[1100],"[array([0.1, 0. , 0.9])]",[0.05714809110584035]
209,[850],"[array([0.1, 0. , 0.9])]",[0.0571450607262853]
11,[700],"[array([0.1, 0. , 0.9])]",[0.05710109516999622]
143,[800],"[array([0.1, 0. , 0.9])]",[0.05703602835801028]
465,[1050],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
1059,[1500],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
267,[900],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
795,[1300],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
597,[1150],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
69,[750],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
993,[1450],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
861,[1350],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
399,[1000],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
135,[800],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
663,[1200],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
333,[950],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
201,[850],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
531,[1100],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
729,[1250],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
3,[700],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
927,[1400],"[array([0. , 0.3, 0.7])]",[0.05663193376919294]
346,[950],"[array([0.1, 0.5, 0.4])]",[0.055353752441862754]
610,[1150],"[array([0.1, 0.5, 0.4])]",[0.05533968783304827]
874,[1350],"[array([0.1, 0.5, 0.4])]",[0.05533968783304827]
676,[1200],"[array([0.1, 0.5, 0.4])]",[0.05533968783304827]
940,[1400],"[array([0.1, 0.5, 0.4])]",[0.05533968783304827]
1072,[1500],"[array([0.1, 0.5, 0.4])]",[0.05533968783304827]
808,[1300],"[array([0.1, 0.5, 0.4])]",[0.05533968783304827]
742,[1250],"[array([0.1, 0.5, 0.4])]",[0.05533968783304827]
544,[1100],"[array([0.1, 0.5, 0.4])]",[0.05533968783304827]
1006,[1450],"[array([0.1, 0.5, 0.4])]",[0.05533968783304827]
478,[1050],"[array([0.1, 0.5, 0.4])]",[0.05533615239023406]
412,[1000],"[array([0.1, 0.5, 0.4])]",[0.05533615239023406]
280,[900],"[array([0.1, 0.5, 0.4])]",[0.055319080784422846]
214,[850],"[array([0.1, 0.5, 0.4])]",[0.05529974457784073]
148,[800],"[array([0.1, 0.5, 0.4])]",[0.055284440693436625]
82,[750],"[array([0.1, 0.5, 0.4])]",[0.05524765511354494]
16,[700],"[array([0.1, 0.5, 0.4])]",[0.05514667419518229]
358,[950],"[array([0.2, 0.7, 0.1])]",[0.0545579118159548]
490,[1050],"[array([0.2, 0.7, 0.1])]",[0.054548688398817026]
1084,[1500],"[array([0.2, 0.7, 0.1])]",[0.054548688398817026]
952,[1400],"[array([0.2, 0.7, 0.1])]",[0.054548688398817026]
622,[1150],"[array([0.2, 0.7, 0.1])]",[0.054548688398817026]
688,[1200],"[array([0.2, 0.7, 0.1])]",[0.054548688398817026]
1018,[1450],"[array([0.2, 0.7, 0.1])]",[0.054548688398817026]
820,[1300],"[array([0.2, 0.7, 0.1])]",[0.054548688398817026]
886,[1350],"[array([0.2, 0.7, 0.1])]",[0.054548688398817026]
424,[1000],"[array([0.2, 0.7, 0.1])]",[0.054548688398817026]
754,[1250],"[array([0.2, 0.7, 0.1])]",[0.054548688398817026]
556,[1100],"[array([0.2, 0.7, 0.1])]",[0.054548688398817026]
226,[850],"[array([0.2, 0.7, 0.1])]",[0.05450128393627586]
292,[900],"[array([0.2, 0.7, 0.1])]",[0.05449224808065928]
160,[800],"[array([0.2, 0.7, 0.1])]",[0.05443328044198635]
94,[750],"[array([0.2, 0.7, 0.1])]",[0.05441019350603545]
28,[700],"[array([0.2, 0.7, 0.1])]",[0.05434704723717691]
359,[950],"[array([0.2, 0.8, 0. ])]",[0.05187899524412114]
1019,[1450],"[array([0.2, 0.8, 0. ])]",[0.05187386110239263]
623,[1150],"[array([0.2, 0.8, 0. ])]",[0.05187386110239263]
755,[1250],"[array([0.2, 0.8, 0. ])]",[0.05187386110239263]
953,[1400],"[array([0.2, 0.8, 0. ])]",[0.05187386110239263]
689,[1200],"[array([0.2, 0.8, 0. ])]",[0.05187386110239263]
887,[1350],"[array([0.2, 0.8, 0. ])]",[0.05187386110239263]
821,[1300],"[array([0.2, 0.8, 0. ])]",[0.05187386110239263]
557,[1100],"[array([0.2, 0.8, 0. ])]",[0.05187386110239263]
425,[1000],"[array([0.2, 0.8, 0. ])]",[0.05187386110239263]
491,[1050],"[array([0.2, 0.8, 0. ])]",[0.05187386110239263]
1085,[1500],"[array([0.2, 0.8, 0. ])]",[0.05187386110239263]
293,[900],"[array([0.2, 0.8, 0. ])]",[0.051838295396134465]
227,[850],"[array([0.2, 0.8, 0. ])]",[0.051822654134817805]
161,[800],"[array([0.2, 0.8, 0. ])]",[0.05171216302894172]
95,[750],"[array([0.2, 0.8, 0. ])]",[0.05167921700430399]
29,[700],"[array([0.2, 0.8, 0. ])]",[0.05163561379415932]
726,[1250],"[array([0., 0., 1.])]",[0.051562307191321384]
132,[800],"[array([0., 0., 1.])]",[0.051562307191321384]
330,[950],"[array([0., 0., 1.])]",[0.051562307191321384]
990,[1450],"[array([0., 0., 1.])]",[0.051562307191321384]
66,[750],"[array([0., 0., 1.])]",[0.051562307191321384]
1056,[1500],"[array([0., 0., 1.])]",[0.051562307191321384]
264,[900],"[array([0., 0., 1.])]",[0.051562307191321384]
198,[850],"[array([0., 0., 1.])]",[0.051562307191321384]
0,[700],"[array([0., 0., 1.])]",[0.051562307191321384]
660,[1200],"[array([0., 0., 1.])]",[0.051562307191321384]
396,[1000],"[array([0., 0., 1.])]",[0.051562307191321384]
528,[1100],"[array([0., 0., 1.])]",[0.051562307191321384]
594,[1150],"[array([0., 0., 1.])]",[0.051562307191321384]
462,[1050],"[array([0., 0., 1.])]",[0.051562307191321384]
792,[1300],"[array([0., 0., 1.])]",[0.051562307191321384]
858,[1350],"[array([0., 0., 1.])]",[0.051562307191321384]
924,[1400],"[array([0., 0., 1.])]",[0.051562307191321384]
347,[950],"[array([0.1, 0.6, 0.3])]",[0.05122168280330408]
941,[1400],"[array([0.1, 0.6, 0.3])]",[0.05122070073585568]
743,[1250],"[array([0.1, 0.6, 0.3])]",[0.05122070073585568]
413,[1000],"[array([0.1, 0.6, 0.3])]",[0.05122070073585568]
611,[1150],"[array([0.1, 0.6, 0.3])]",[0.05122070073585568]
1007,[1450],"[array([0.1, 0.6, 0.3])]",[0.05122070073585568]
479,[1050],"[array([0.1, 0.6, 0.3])]",[0.05122070073585568]
545,[1100],"[array([0.1, 0.6, 0.3])]",[0.05122070073585568]
875,[1350],"[array([0.1, 0.6, 0.3])]",[0.05122070073585568]
1073,[1500],"[array([0.1, 0.6, 0.3])]",[0.05122070073585568]
677,[1200],"[array([0.1, 0.6, 0.3])]",[0.05122070073585568]
809,[1300],"[array([0.1, 0.6, 0.3])]",[0.05122070073585568]
281,[900],"[array([0.1, 0.6, 0.3])]",[0.05118061133965881]
215,[850],"[array([0.1, 0.6, 0.3])]",[0.05114562401768193]
149,[800],"[array([0.1, 0.6, 0.3])]",[0.0511209183406239]
17,[700],"[array([0.1, 0.6, 0.3])]",[0.051104570007446254]
83,[750],"[array([0.1, 0.6, 0.3])]",[0.051048611620516736]
202,[850],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
862,[1350],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
70,[750],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
598,[1150],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
994,[1450],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
796,[1300],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
268,[900],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
466,[1050],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
1060,[1500],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
664,[1200],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
928,[1400],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
730,[1250],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
4,[700],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
400,[1000],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
136,[800],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
532,[1100],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
334,[950],"[array([0. , 0.4, 0.6])]",[0.050561046169952474]
414,[1000],"[array([0.1, 0.7, 0.2])]",[0.04760262273582778]
678,[1200],"[array([0.1, 0.7, 0.2])]",[0.047596120046365924]
810,[1300],"[array([0.1, 0.7, 0.2])]",[0.047596120046365924]
546,[1100],"[array([0.1, 0.7, 0.2])]",[0.047596120046365924]
744,[1250],"[array([0.1, 0.7, 0.2])]",[0.047596120046365924]
876,[1350],"[array([0.1, 0.7, 0.2])]",[0.047596120046365924]
942,[1400],"[array([0.1, 0.7, 0.2])]",[0.047596120046365924]
1074,[1500],"[array([0.1, 0.7, 0.2])]",[0.047596120046365924]
1008,[1450],"[array([0.1, 0.7, 0.2])]",[0.047596120046365924]
612,[1150],"[array([0.1, 0.7, 0.2])]",[0.047596120046365924]
480,[1050],"[array([0.1, 0.7, 0.2])]",[0.047596120046365924]
348,[950],"[array([0.1, 0.7, 0.2])]",[0.04759284414994878]
282,[900],"[array([0.1, 0.7, 0.2])]",[0.04757132518154984]
216,[850],"[array([0.1, 0.7, 0.2])]",[0.04753912739877753]
150,[800],"[array([0.1, 0.7, 0.2])]",[0.047522687122040295]
84,[750],"[array([0.1, 0.7, 0.2])]",[0.047472291028183525]
18,[700],"[array([0.1, 0.7, 0.2])]",[0.04747071036724278]
467,[1050],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
533,[1100],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
137,[800],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
863,[1350],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
797,[1300],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
203,[850],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
995,[1450],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
731,[1250],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
1061,[1500],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
71,[750],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
269,[900],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
929,[1400],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
5,[700],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
335,[950],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
599,[1150],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
401,[1000],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
665,[1200],"[array([0. , 0.5, 0.5])]",[0.04618213262560332]
811,[1300],"[array([0.1, 0.8, 0.1])]",[0.04466640532760666]
547,[1100],"[array([0.1, 0.8, 0.1])]",[0.04466640532760666]
943,[1400],"[array([0.1, 0.8, 0.1])]",[0.04466640532760666]
679,[1200],"[array([0.1, 0.8, 0.1])]",[0.04466640532760666]
1075,[1500],"[array([0.1, 0.8, 0.1])]",[0.04466640532760666]
415,[1000],"[array([0.1, 0.8, 0.1])]",[0.04466640532760666]
613,[1150],"[array([0.1, 0.8, 0.1])]",[0.04466640532760666]
481,[1050],"[array([0.1, 0.8, 0.1])]",[0.04466640532760666]
1009,[1450],"[array([0.1, 0.8, 0.1])]",[0.04466640532760666]
745,[1250],"[array([0.1, 0.8, 0.1])]",[0.04466640532760666]
877,[1350],"[array([0.1, 0.8, 0.1])]",[0.04466640532760666]
349,[950],"[array([0.1, 0.8, 0.1])]",[0.04466449731084979]
283,[900],"[array([0.1, 0.8, 0.1])]",[0.04464152862383655]
217,[850],"[array([0.1, 0.8, 0.1])]",[0.04463489966855991]
151,[800],"[array([0.1, 0.8, 0.1])]",[0.04461571252578695]
85,[750],"[array([0.1, 0.8, 0.1])]",[0.044567806340352026]
19,[700],"[array([0.1, 0.8, 0.1])]",[0.04455192490675803]
350,[950],"[array([0.1, 0.9, 0. ])]",[0.04300191824940966]
482,[1050],"[array([0.1, 0.9, 0. ])]",[0.04300191824940966]
680,[1200],"[array([0.1, 0.9, 0. ])]",[0.04300191824940966]
944,[1400],"[array([0.1, 0.9, 0. ])]",[0.04300191824940966]
1010,[1450],"[array([0.1, 0.9, 0. ])]",[0.04300191824940966]
746,[1250],"[array([0.1, 0.9, 0. ])]",[0.04300191824940966]
614,[1150],"[array([0.1, 0.9, 0. ])]",[0.04300191824940966]
1076,[1500],"[array([0.1, 0.9, 0. ])]",[0.04300191824940966]
548,[1100],"[array([0.1, 0.9, 0. ])]",[0.04300191824940966]
416,[1000],"[array([0.1, 0.9, 0. ])]",[0.04300191824940966]
812,[1300],"[array([0.1, 0.9, 0. ])]",[0.04300191824940966]
878,[1350],"[array([0.1, 0.9, 0. ])]",[0.04300191824940966]
284,[900],"[array([0.1, 0.9, 0. ])]",[0.04299683254298048]
218,[850],"[array([0.1, 0.9, 0. ])]",[0.042990729695265475]
152,[800],"[array([0.1, 0.9, 0. ])]",[0.04298630103872438]
86,[750],"[array([0.1, 0.9, 0. ])]",[0.04296847651453607]
20,[700],"[array([0.1, 0.9, 0. ])]",[0.04293765713357528]
270,[900],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
534,[1100],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
930,[1400],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
204,[850],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
468,[1050],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
798,[1300],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
600,[1150],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
6,[700],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
1062,[1500],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
72,[750],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
138,[800],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
666,[1200],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
336,[950],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
864,[1350],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
402,[1000],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
996,[1450],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
732,[1250],"[array([0. , 0.6, 0.4])]",[0.04288295920571981]
7,[700],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
1063,[1500],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
799,[1300],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
601,[1150],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
73,[750],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
667,[1200],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
337,[950],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
271,[900],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
931,[1400],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
205,[850],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
469,[1050],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
997,[1450],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
403,[1000],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
139,[800],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
865,[1350],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
733,[1250],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
535,[1100],"[array([0. , 0.7, 0.3])]",[0.04114113971621939]
866,[1350],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
272,[900],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
602,[1150],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
998,[1450],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
734,[1250],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
404,[1000],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
668,[1200],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
8,[700],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
932,[1400],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
74,[750],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
338,[950],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
536,[1100],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
140,[800],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
206,[850],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
470,[1050],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
800,[1300],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
1064,[1500],"[array([0. , 0.8, 0.2])]",[0.0400683400082742]
603,[1150],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
735,[1250],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
801,[1300],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
405,[1000],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
9,[700],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
273,[900],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
1065,[1500],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
141,[800],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
933,[1400],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
867,[1350],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
537,[1100],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
471,[1050],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
75,[750],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
207,[850],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
999,[1450],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
669,[1200],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
339,[950],"[array([0. , 0.9, 0.1])]",[0.03911892916968794]
934,[1400],"[array([0., 1., 0.])]",[0.03861562940079226]
670,[1200],"[array([0., 1., 0.])]",[0.03861562940079226]
10,[700],"[array([0., 1., 0.])]",[0.03861562940079226]
1066,[1500],"[array([0., 1., 0.])]",[0.03861562940079226]
76,[750],"[array([0., 1., 0.])]",[0.03861562940079226]
340,[950],"[array([0., 1., 0.])]",[0.03861562940079226]
736,[1250],"[array([0., 1., 0.])]",[0.03861562940079226]
406,[1000],"[array([0., 1., 0.])]",[0.03861562940079226]
208,[850],"[array([0., 1., 0.])]",[0.03861562940079226]
274,[900],"[array([0., 1., 0.])]",[0.03861562940079226]
604,[1150],"[array([0., 1., 0.])]",[0.03861562940079226]
142,[800],"[array([0., 1., 0.])]",[0.03861562940079226]
472,[1050],"[array([0., 1., 0.])]",[0.03861562940079226]
868,[1350],"[array([0., 1., 0.])]",[0.03861562940079226]
538,[1100],"[array([0., 1., 0.])]",[0.03861562940079226]
1000,[1450],"[array([0., 1., 0.])]",[0.03861562940079226]
802,[1300],"[array([0., 1., 0.])]",[0.03861562940079226]
